,dates,prices,sentiment
235,2015-05-10,240.296005,0.0261973829201101
236,2015-05-11,242.158005,0.0208154042883424
237,2015-05-12,241.112,0.0157175275087646
238,2015-05-13,236.376999,0.0234516332281558
239,2015-05-14,236.929001,-0.0012187302714646
240,2015-05-15,237.604996,-0.0022034832451499
241,2015-05-16,236.153,0.007003975707488
242,2015-05-17,236.802002,0.0103797057453972
243,2015-05-18,233.128006,0.0116478626420146
244,2015-05-19,231.947006,0.0073976593287131
245,2015-05-20,234.018005,0.0092220669259439
246,2015-05-21,235.343994,0.0260258325954348
247,2015-05-22,240.348007,0.0342444836716681
248,2015-05-23,238.871994,0.0256152394249663
249,2015-05-24,240.953003,0.0260117967332123
250,2015-05-25,237.110001,0.0263136056561661
251,2015-05-26,237.115997,0.0119862649870997
252,2015-05-27,237.283005,0.008026356545753
253,2015-05-28,237.408005,0.011134537616019
254,2015-05-29,237.095993,0.007464469070874
255,2015-05-30,233.345001,0.0068707948677828
256,2015-05-31,230.190002,0.0048624924458257
257,2015-06-01,222.925995,0.0091559583173507
258,2015-06-02,225.802994,-0.0042953439929246
259,2015-06-03,225.873993,-0.0031782431052093
260,2015-06-04,224.324005,0.00519881698761
261,2015-06-05,224.951996,0.0074228772896805
262,2015-06-06,225.619003,0.0003822349259465
263,2015-06-07,222.880997,-0.0094779571415085
264,2015-06-08,228.488998,0.0093047870004391
265,2015-06-09,229.048004,-0.0045840997837802
266,2015-06-10,228.802994,-0.0056151834276834
267,2015-06-11,229.705002,0.0021871637335554
268,2015-06-12,229.981995,-0.0055473305611318
269,2015-06-13,232.401993,-0.0054354717386632
270,2015-06-14,233.542999,0.0125023917589996
271,2015-06-15,236.822998,0.0148131712155414
272,2015-06-16,250.895004,-0.0057193158329521
273,2015-06-17,249.283997,0.0065897681635633
274,2015-06-18,249.007004,0.0324057855626326
275,2015-06-19,244.606003,0.018901277056277
276,2015-06-20,245.212006,0.0026436632843238
277,2015-06-21,243.944,0.0036098130841121
278,2015-06-22,246.990005,-0.0011180137955429
279,2015-06-23,244.296005,-0.0096070843570843
280,2015-06-24,240.514999,-0.0020285037878787
281,2015-06-25,242.798996,8.247751982835324e-05
282,2015-06-26,243.593994,0.0206435309973045
283,2015-06-27,250.990005,0.0162294657097288
284,2015-06-28,249.011002,0.0184374203197018
285,2015-06-29,257.063995,0.0064180813044449
286,2015-06-30,263.071991,0.0091300940438871
287,2015-07-01,258.621002,0.0067124368686868
288,2015-07-02,255.412003,-0.0017787580445808
289,2015-07-03,256.335999,0.0020721925133689
290,2015-07-04,260.885986,-0.0014401023955263
291,2015-07-05,271.912994,-0.0005027777777777
292,2015-07-06,269.029999,-0.0049002504519745
293,2015-07-07,266.207001,0.0025580684596576
294,2015-07-08,270.785004,0.0037046145534951
295,2015-07-09,269.227997,0.0032164433937483
296,2015-07-10,284.894012,-0.0445010753723677
297,2015-07-11,293.11499,0.0063939103680482
298,2015-07-12,310.867004,0.003903082935788
299,2015-07-13,292.053986,0.0082153132794942
300,2015-07-14,287.463989,0.0077605601469237
301,2015-07-15,285.82901,0.0046380056724884
302,2015-07-16,278.088989,0.0039741679085941
303,2015-07-17,279.471985,-0.0011219590268886
304,2015-07-18,274.901001,0.0132477780110574
305,2015-07-19,273.614014,0.0035546350201522
306,2015-07-20,278.980988,0.0036234021632251
307,2015-07-21,275.833008,-0.0032152623798965
308,2015-07-22,277.221985,0.0138792688792688
309,2015-07-23,276.049011,0.0311246531782245
310,2015-07-24,288.278015,0.0108765175226442
311,2015-07-25,288.696991,0.0104518482951581
312,2015-07-26,292.686005,0.0135830132309005
313,2015-07-27,293.623993,-0.0052839499909812
314,2015-07-28,294.427002,0.0051089048378522
315,2015-07-29,289.589996,0.0117210667082132
316,2015-07-30,287.721985,-0.0008112919316623
317,2015-07-31,284.649994,0.0125146356033452
318,2015-08-01,281.601013,0.0017414047305351
319,2015-08-02,282.614014,0.0059159390515322
320,2015-08-03,281.22699,0.0096458718641817
321,2015-08-04,285.217987,0.0032903411188294
322,2015-08-05,281.881989,0.0076675849403122
323,2015-08-06,278.576996,0.0032379377794336
324,2015-08-07,279.584991,0.0111771230427946
325,2015-08-08,260.997009,-0.0046754866627439
326,2015-08-09,265.083008,0.0037537265862508
327,2015-08-10,264.470001,-0.0035847964239551
328,2015-08-11,270.385986,-0.0102745681605975
329,2015-08-12,266.376007,-0.0011471221086605
330,2015-08-13,264.079987,-4.50403810312741e-05
331,2015-08-14,265.679993,0.0227560531788472
332,2015-08-15,261.550995,0.0024790518824609
333,2015-08-16,258.506989,0.0131880816034359
334,2015-08-17,257.976013,0.0010996432212028
335,2015-08-18,211.078995,-0.0085539606592238
336,2015-08-19,226.684006,0.0066940709344246
337,2015-08-20,235.350006,-0.017233942803563
338,2015-08-21,232.569,0.0088588794926004
339,2015-08-22,230.389999,-0.0150073935965025
340,2015-08-23,228.169006,-0.0123554384423949
341,2015-08-24,210.494995,-0.0031705659536541
342,2015-08-25,221.608994,0.0052746934402778
343,2015-08-26,225.830994,-0.004277786167321
344,2015-08-27,224.768997,0.0027518007948335
345,2015-08-28,231.395996,-0.0314215798218091
346,2015-08-29,229.779999,0.0042677357689039
347,2015-08-30,228.761002,-0.0159646464646464
348,2015-08-31,230.056,0.0064137251637251
349,2015-09-01,228.121002,-0.0106475716064757
350,2015-09-02,229.283997,0.0193270365997638
351,2015-09-03,227.182999,0.0173889273445111
352,2015-09-04,230.298004,0.0029906826889585
353,2015-09-05,235.018997,-0.0141166207529843
354,2015-09-06,239.839996,-0.0056128962034134
355,2015-09-07,239.847,0.0010179763739085
356,2015-09-08,243.606995,-0.0055974943784131
357,2015-09-09,238.167999,-0.0012029505582137
358,2015-09-10,238.477005,-0.0135555439184471
359,2015-09-11,240.106995,-0.0085806857117429
360,2015-09-12,235.229004,-0.001030817887614
361,2015-09-13,230.511993,0.0201127594408226
362,2015-09-14,230.643997,-0.001932379349046
363,2015-09-15,230.304001,0.0035244633838383
364,2015-09-16,229.091003,0.024055204055204
365,2015-09-17,229.809998,0.0156800763909542
366,2015-09-18,232.975006,0.0237533450173375
367,2015-09-19,231.492996,-0.008930334186016
368,2015-09-20,231.212006,-0.0098603810210953
369,2015-09-21,227.085007,0.0116373864088917
370,2015-09-22,230.617996,-0.0062609838219594
371,2015-09-23,230.283005,0.013825081803955
372,2015-09-24,234.529007,0.0070291826717883
373,2015-09-25,235.143997,0.0016263264413083
374,2015-09-26,234.339996,-0.0032823472823472
375,2015-09-27,232.757004,-0.0053146698980032
376,2015-09-28,239.141998,-0.0240021685784397
377,2015-09-29,236.686996,-0.0134910011128231
378,2015-09-30,236.059998,-0.0178831281565656
379,2015-10-01,237.548996,-0.0032532091750841
380,2015-10-02,237.292999,-0.0005851619644723
381,2015-10-03,238.729996,-0.0044624584608297
382,2015-10-04,238.259003,-0.0149598010014676
383,2015-10-05,240.382996,-0.0004651445649152
384,2015-10-06,246.063004,-0.0040013877513877
385,2015-10-07,242.968994,-0.0216170487072126
386,2015-10-08,242.304001,-0.0165449522102747
387,2015-10-09,243.931,0.0013614963191234
388,2015-10-10,244.940994,0.0102820597277118
389,2015-10-11,247.050003,-0.0094750198059021
390,2015-10-12,245.307999,-0.0128411928183977
391,2015-10-13,249.507996,-0.0176174129689754
392,2015-10-14,251.988998,0.0005890039300177
393,2015-10-15,254.320007,-0.0050863662397167
394,2015-10-16,262.868988,0.010638793086507
395,2015-10-17,270.640015,0.0035410328181412
396,2015-10-18,261.643005,0.0166355252126003
397,2015-10-19,263.437012,-0.0049866912366912
398,2015-10-20,269.463013,-0.0061280717624001
399,2015-10-21,266.272003,0.0032319449173381
400,2015-10-22,274.02301,-0.0123055974283652
401,2015-10-23,276.496002,-0.0036661435067809
402,2015-10-24,281.653992,-0.0307606085363438
403,2015-10-25,283.679993,0.0043242228317659
404,2015-10-26,285.299988,0.0099612278444825
405,2015-10-27,293.787994,-0.0109992925362575
406,2015-10-28,304.618011,-0.0115341276133427
407,2015-10-29,313.855011,-0.012143650582067
408,2015-10-30,328.015015,-0.0118271304312971
409,2015-10-31,314.165985,-0.014099752032965
410,2015-11-01,325.431,-0.0180833272015991
411,2015-11-02,361.188995,-0.005440970033203
412,2015-11-03,403.416992,-0.0001209574231801
413,2015-11-04,411.562988,0.0060665173946423
414,2015-11-05,386.354004,0.0197435453353594
415,2015-11-06,374.470001,0.0084607784583322
416,2015-11-07,386.481995,-0.0077946933449325
417,2015-11-08,373.368011,0.0002221878316236
418,2015-11-09,380.256989,-0.0052572752476783
419,2015-11-10,336.819,-0.0025990256624971
420,2015-11-11,311.084015,0.0002494137806637
421,2015-11-12,338.152008,0.0155344250748371
422,2015-11-13,336.752991,0.0063835793835793
423,2015-11-14,332.906006,0.0080298049101651
424,2015-11-15,320.165985,-0.0166929101137961
425,2015-11-16,330.751007,-0.0043610913825757
426,2015-11-17,335.093994,-0.0068348065263301
427,2015-11-18,334.589996,-0.0108079407108533
428,2015-11-19,326.148987,-0.0147938091320444
429,2015-11-20,322.022003,0.0103761988383087
430,2015-11-21,326.927002,-0.0040239838103762
431,2015-11-22,324.536011,-0.0103742115477923
432,2015-11-23,323.04599,-0.0153965285769083
433,2015-11-24,320.04599,-0.0015606320494828
434,2015-11-25,328.205994,0.005887980119668
435,2015-11-26,352.68399,-0.0008529518290474
436,2015-11-27,358.041992,-0.0009505073514185
437,2015-11-28,357.381012,-0.0146680901152445
438,2015-11-29,371.294006,0.0013452998452998
439,2015-11-30,377.321014,0.0113285659488191
440,2015-12-01,362.488007,0.0090708798078504
441,2015-12-02,359.187012,-0.0129773106545722
442,2015-12-03,361.04599,-0.0059926698272364
443,2015-12-04,363.183014,-0.0143781796062817
444,2015-12-05,388.949005,0.0054705834945196
445,2015-12-06,388.78299,-0.0044415063456212
446,2015-12-07,395.536011,-0.0186476544289044
447,2015-12-08,415.562988,0.0022326418007046
448,2015-12-09,417.562988,0.0126732696573364
449,2015-12-10,415.479004,0.0204188161778644
450,2015-12-11,451.937988,0.0209364181723336
451,2015-12-12,434.997009,0.021362328463922
452,2015-12-13,433.755005,0.0190896894918633
453,2015-12-14,444.182007,0.0222734950097096
454,2015-12-15,465.321014,0.020192844718911
455,2015-12-16,454.93399,0.032605372820326
456,2015-12-17,456.078003,0.0177442630589253
457,2015-12-18,463.615997,0.0208992396492396
458,2015-12-19,462.321991,0.0289856678486997
459,2015-12-20,442.684998,0.0241413888888888
460,2015-12-21,438.639008,0.022613655581692
461,2015-12-22,436.571991,0.0326228571200968
462,2015-12-23,442.401001,0.0277778223935467
463,2015-12-24,454.984985,0.0255534420685935
464,2015-12-25,455.653015,0.026404129399724
465,2015-12-26,417.273987,0.0204532109715036
466,2015-12-27,422.822998,0.017366655977767
467,2015-12-28,422.278992,0.0213164811379096
468,2015-12-29,432.983002,0.0176152934480323
469,2015-12-30,426.619995,0.0205428558844256
470,2015-12-31,430.566986,0.0207560056523786
471,2016-01-01,434.334015,0.0230479978354978
472,2016-01-02,433.437988,0.0204723413741678
473,2016-01-03,430.010986,0.0275699581712239
474,2016-01-04,433.091003,0.0210735209235209
475,2016-01-05,431.959991,0.0223717888764184
476,2016-01-06,429.105011,0.0240752635046113
477,2016-01-07,458.048004,0.0145452779169396
478,2016-01-08,453.230011,0.0238905946394933
479,2016-01-09,447.610992,0.027028459261489
480,2016-01-10,447.990997,0.0329386757483087
481,2016-01-11,448.428009,0.0251250533504054
482,2016-01-12,435.690002,0.0352841739574372
483,2016-01-13,432.371002,0.0174391883116882
484,2016-01-14,430.306,0.0226247110939907
485,2016-01-15,364.330994,0.0159145702306079
486,2016-01-16,387.536011,0.0100819243439026
487,2016-01-17,382.299011,0.0172181492342782
488,2016-01-18,387.167999,0.0216792698465458
489,2016-01-19,380.148987,0.0212327767970971
490,2016-01-20,420.230011,0.0167424242424242
491,2016-01-21,410.261993,0.0225267772060224
492,2016-01-22,382.492004,0.0208882033795026
493,2016-01-23,387.490997,0.0253836513280957
494,2016-01-24,402.971008,0.025224185689494
495,2016-01-25,391.726013,0.0338004530576592
496,2016-01-26,392.153015,0.0162404753917668
497,2016-01-27,394.971985,0.0224974555925883
498,2016-01-28,380.289001,0.0109899294758449
499,2016-01-29,379.473999,0.0015893066330703
500,2016-01-30,378.255005,0.0123003797308181
501,2016-01-31,368.766998,-0.0129108236816147
502,2016-02-01,373.056,-0.0141968722193895
503,2016-02-02,374.447998,0.0076769218742379
504,2016-02-03,369.949005,0.0067997386717482
505,2016-02-04,389.593994,0.0199995843764668
506,2016-02-05,386.549011,0.024345751923645
507,2016-02-06,376.522003,-0.0055904169043703
508,2016-02-07,376.619995,0.0018294893112773
509,2016-02-08,373.446991,0.0042520442520442
510,2016-02-09,376.028992,0.0120226169796233
511,2016-02-10,381.648987,0.012995306931874
512,2016-02-11,379.653992,-0.0050526841904459
513,2016-02-12,384.263,0.004021653462848
514,2016-02-13,391.859985,0.0170466828253713
515,2016-02-14,407.230011,0.0182286276827833
516,2016-02-15,400.184998,0.0188964289777806
517,2016-02-16,407.488007,0.0267174390396695
518,2016-02-17,416.321991,0.0308121987066431
519,2016-02-18,422.372986,0.0325660647138749
520,2016-02-19,420.785004,0.0311702947393736
521,2016-02-20,437.164001,0.0307499988691211
522,2016-02-21,438.798004,0.0350137497599101
523,2016-02-22,437.747986,0.018044299231008
524,2016-02-23,420.735992,0.0294705931447397
525,2016-02-24,424.954987,0.028092498315149
526,2016-02-25,424.544006,0.0230878859432578
527,2016-02-26,432.152008,0.0615117313921999
528,2016-02-27,432.519012,0.0201604141706687
529,2016-02-28,433.503998,0.0670342019968512
530,2016-02-29,437.696991,0.0202992805316748
531,2016-03-01,435.122986,0.029414189263295
532,2016-03-02,423.989014,0.0252824547625432
533,2016-03-03,421.651001,0.0317377690660952
534,2016-03-04,410.938995,0.030061201118068
535,2016-03-05,400.570007,0.0293205309452037
536,2016-03-06,407.707001,0.0168149414973337
537,2016-03-07,414.321014,0.0305341452687342
538,2016-03-08,413.971985,0.0308673915287891
539,2016-03-09,414.859985,0.0301982675223457
540,2016-03-10,417.131012,0.0397795207018913
541,2016-03-11,421.690002,0.0400944657541359
542,2016-03-12,411.623993,0.0301579888497525
543,2016-03-13,414.065002,0.0318606269461532
544,2016-03-14,416.437988,0.0391467329685497
545,2016-03-15,416.829987,0.0288417971783806
546,2016-03-16,417.010986,0.0254151857895403
547,2016-03-17,420.621002,0.0214844750765803
548,2016-03-18,409.548004,0.0279133142650999
549,2016-03-19,410.444,0.0097971502650646
550,2016-03-20,413.755005,0.0146669266281702
551,2016-03-21,413.307007,0.0041642591326801
552,2016-03-22,418.088989,0.0196575575924939
553,2016-03-23,418.040985,0.028645616041989
554,2016-03-24,416.394012,0.0303563459123105
555,2016-03-25,417.177002,0.0294142308661068
556,2016-03-26,417.945007,0.032789356295878
557,2016-03-27,426.765015,0.0265847956697745
558,2016-03-28,424.230988,0.0236378442901715
559,2016-03-29,416.515991,0.0167148442954894
560,2016-03-30,414.81601,0.0241788020170601
561,2016-03-31,416.729004,0.0259805859024608
562,2016-04-01,417.959991,0.0253305339105338
563,2016-04-02,420.872986,0.0347735956465525
564,2016-04-03,420.903992,0.025220138085237
565,2016-04-04,421.444,0.0185558830789093
566,2016-04-05,424.029999,0.0351919040555404
567,2016-04-06,423.412994,0.0312457880262431
568,2016-04-07,422.744995,0.0215632347155989
569,2016-04-08,420.348999,0.0124565493257515
570,2016-04-09,419.411011,0.0331854744354744
571,2016-04-10,421.563995,0.0227843153934856
572,2016-04-11,422.483002,0.025100293300619
573,2016-04-12,425.190002,0.0208418193780887
574,2016-04-13,423.734009,0.0279428451821499
575,2016-04-14,424.282013,0.0326550900080311
576,2016-04-15,429.713013,0.0388620724724447
577,2016-04-16,430.571991,0.0409947745856836
578,2016-04-17,427.398987,0.0544313115962051
579,2016-04-18,428.591003,0.0368868394323975
580,2016-04-19,435.509003,0.053743116851883
581,2016-04-20,441.389008,0.0431308968808968
582,2016-04-21,449.424988,0.0352782432621142
583,2016-04-22,445.737,0.0439385029732811
584,2016-04-23,450.282013,0.0394655517278756
585,2016-04-24,458.554993,0.0222043594016959
586,2016-04-25,461.425995,0.037048325823836
587,2016-04-26,466.088989,0.044107375995131
588,2016-04-27,444.687012,0.0481711602368952
589,2016-04-28,449.010986,0.0422162262170838
590,2016-04-29,455.096985,0.0446481503345139
591,2016-04-30,448.317993,0.0528486106364395
592,2016-05-01,451.875,0.047071061379097
593,2016-05-02,444.669006,0.054320530703864
594,2016-05-03,450.303986,0.0505313017743573
595,2016-05-04,446.721985,0.0564725318928858
596,2016-05-05,447.976013,0.0503793596340765
597,2016-05-06,459.602997,0.0404017806093277
598,2016-05-07,458.536011,0.0463219708409983
